CmpCode^DistrCode^DistrName^DistrAddr1^DistrAddr2^DistrAddr3^PinCode^PhoneNo^MobileNo^ContactPerson^EmailID^GSTStateCode^DayOff^DistrStatus^LoadStockProd
DIL^0022000004^C L TRADERS^Chandigarh^NULL^NULL^NULL^NULL^NULL^NULL^NULL^04^1^Y^N
