CmpCode^DistrCode^RouteCode^RouteName^RouteType^RouteStatus
DIL^0022000004^OB01^SPL 7 8 9^D^Y
DIL^0022000004^OB010^SPL 26^D^Y
DIL^0022000004^OB011^SPL 48 49 51 61^D^Y
DIL^0022000004^OB012^SPL 46 47^D^Y
DIL^0022000004^OB019^COM 14KL^D^Y
DIL^0022000004^OB02^SPL 22^D^Y
DIL^0022000004^OB020^COM 42 KAJ PLS^D^Y
DIL^0022000004^OB021^COM 29 30 31^D^Y
DIL^0022000004^OB022^COM 45 3^D^Y
DIL^0022000004^OB024^COM RD DARUA BH^D^Y
DIL^0022000004^OB025^SPL 9 10 11 12^D^Y
DIL^0022000004^OB026^SPL 39 40 PL^D^Y
DIL^0022000004^OB027^COM MJ DARUA^D^Y
DIL^0022000004^OB028^COM 45 1^D^Y
DIL^0022000004^OB029^SPL MM3^D^Y
DIL^0022000004^OB03^SPL DMC^D^Y
DIL^0022000004^OB030^SPL BHA^D^Y
DIL^0022000004^OB031^COM 17 18 19^D^Y
DIL^0022000004^OB032^COM 43 44^D^Y
DIL^0022000004^OB033^SPL DNS^D^Y
DIL^0022000004^OB034^SPL 45 2^D^Y
DIL^0022000004^OB035^COM MM2^D^Y
DIL^0022000004^OB036^SPL 32 33^D^Y
DIL^0022000004^OB037^SPL 23 24^D^Y
DIL^0022000004^OB038^SPL 41^D^Y
DIL^0022000004^OB039^SPL 56 MALOYA^D^Y
DIL^0022000004^OB04^SPL 26 BD^D^Y
DIL^0022000004^OB040^SPL 27 28^D^Y
DIL^0022000004^OB041^SPL 37^D^Y
DIL^0022000004^OB042^COM 34 35^D^Y
DIL^0022000004^OB043^HC 9 10 11 12 23 24 25^D^Y
DIL^0022000004^OB044^HC 39 40 41^D^Y
DIL^0022000004^OB045^HC 38 56 MALOYA^D^Y
DIL^0022000004^OB046^HC 27 28 BD^D^Y
DIL^0022000004^OB05^SPL MM1^D^Y
DIL^0022000004^OB050^HC 20 21 22^D^Y
DIL^0022000004^OB051^HC DMC DNS^D^Y
DIL^0022000004^OB052^HC 26^D^Y
DIL^0022000004^OB053^HC MM^D^Y
DIL^0022000004^OB054^HC BHA 47^D^Y
DIL^0022000004^OB055^HC 7 8 15 16^D^Y
DIL^0022000004^OB059^HC 36 37 48 49 51 61^D^Y
DIL^0022000004^OB06^SPL 35^D^Y
DIL^0022000004^OB060^HC 32 33 35 46^D^Y
DIL^0022000004^OB061^HCA 7 8 9 10 11 12 KL^D^Y
DIL^0022000004^OB062^HCA 41 42 43 44 AT KJ PL^D^Y
DIL^0022000004^OB063^HCA 29 MJ DARUA^D^Y
DIL^0022000004^OB064^HCA 45 46 47 48 49^D^Y
DIL^0022000004^OB065^HCA MANiMAJRA^D^Y
DIL^0022000004^OB066^HCA 31 33 34 35^D^Y
DIL^0022000004^OB067^HCA 15 16 17 18 19^D^Y
DIL^0022000004^OB068^HCA 20 21 22 23^D^Y
DIL^0022000004^OB069^HCA 25 DMC DNS 38^D^Y
DIL^0022000004^OB07^SPL 15 16^D^Y
DIL^0022000004^OB070^HCA 45 26 27 28 BD^D^Y
DIL^0022000004^OB071^HCA 36 37 39 40^D^Y
DIL^0022000004^OB072^HCA RD HM BHL 32^D^Y
DIL^0022000004^OB08^SPL 20 21^D^Y
DIL^0022000004^OB09^SPL 38W 25^D^Y
DIL^0022000004^OB23^COM 36 37 1^D^Y
