CmpCode^DistrCode^CustomerCode^CustomerShipCode^CustomerShipAddr1^CustomerShipAddr2^CustomerShipAddr3^City^GSTStateCode^PhoneNo^DefaultShipAddr
DIL^0022000004^00220000040022000004CHN0CH00085668^^SCO-2449-2450,SECTOR-22-C,HIMALAYA MARG,CHANDIGARH^CHANDIGARH^0^Chandigarh^CH^^N
DIL^0022000004^00220000040022000004CHN0CH00094710^^SCF N0 15, MILK COLONY DHANAS, CHANDIGARH^CHANDIGARH^0^Chandigarh^CH^^N
DIL^0022000004^00220000040022000004CHN0CH00094737^^BOOTH NO 110, SECTOR 46-C^CHANDIGARH^0^Chandigarh^CH^9646395190^N
DIL^0022000004^00220000040022000004CHN0CH00096980^^SCF 4, 19D, Sector 19, Chandigarh^CHANDIGARH^0^Chandigarh^CH^9417013844^N
DIL^0022000004^00220000040022000004CHN0CH00096981^^SHOP NO 94 1 NEAR BANK OF PATI^CHANDIGARH^0^Chandigarh^CH^^N
DIL^0022000004^00220000040022000004CHN0CH00116803^^SHOP NO 1183, MORIGATE MANIMAJRA^CHANDIGARH^0^Chandigarh^CH^9877147739^N
DIL^0022000004^00220000040022000004CHN0CH00116805^^BOOTH NO 31 SECTOR 40-C CHANDIGARH^CHANDIGARH^0^Chandigarh^CH^9876502305^N
DIL^0022000004^00220000040022000004CHN0CH00138305^^SCO 1556/1, NEAR GUGGA MADDI MANDIR, BURAIL^CHANDIGARH^0^Chandigarh^CH^9815355107^N
DIL^0022000004^00220000040022000004CHN0CH00138306^^SHOP NO 19-A, SECTOR 40-C^CHANDIGARH^0^Chandigarh^CH^9988281492^N
DIL^0022000004^00220000040022000004CHN0CH00187582^^BOOTH NO-20, SECTOR 42-C^CHANDIGARH^0^Chandigarh^CH^7087626455^N
DIL^0022000004^00220000040022000004CHN0CH00187585^^SHOP NO 16 SECTOR 47-D^CHANDIGARH^0^Chandigarh^CH^9803472555^N
DIL^0022000004^00220000040022000004CHN0CH00187588^^SCF 1059/8, GOVINDPURA MANIMAJRA^CHANDIGARH^0^Chandigarh^CH^8146066098^N
DIL^0022000004^00220000040022000004CHN0CH00204102^^SCO 270 SECTOR 35D CHANDIGARH^CHANDIGARH^0^Chandigarh^CH^9988185037^N
DIL^0022000004^00220000040022000004CHN0CH00209836^^SCO 83, SECTOR 38, CHANDIGARH^CHANDIGARH^0^Chandigarh^CH^9888101610^N
DIL^0022000004^00220000040022000004CHN0CH00209837^^BOOTH NO 15, SECTOR 15^CHANDIGARH^0^Chandigarh^CH^8288888721^N
DIL^0022000004^00220000040022000004CHN0CH00235074^^SEC-7 C^CHANDIGARH^0^Chandigarh^CH^^N
DIL^0022000004^00220000040022000004CHN0CH00235075^^SEC -47 D,^CHANDIGARH^0^Chandigarh^CH^7050349178^N
DIL^0022000004^00220000040022000004CHN0CH00235076^^SEC- 11 D^CHANDIGARH^0^Chandigarh^CH^^N
DIL^0022000004^00220000040022000004CHN0CH00235077^^SEC- 11D^CHANDIGARH^0^Chandigarh^CH^9915369111^N
DIL^0022000004^00220000040022000004CHN0CH00239590^^SCO 2, SECTOR 20-D CHANDIGARH^CHANDIGARH^0^Chandigarh^CH^8054488486^N
DIL^0022000004^00220000040022000004CHN0CH00239591^^SECTOR 26 CHANDIGARH^CHANDIGARH^0^Chandigarh^CH^7696960877^N
DIL^0022000004^00220000040022000004CHN0CH00248092^^SEC 41 D^CHANDIGARH^0^Chandigarh^CH^9855993478^N
DIL^0022000004^00220000040022000004CHN0CH00248094^^SEC-19C^CHANDIGARH^0^Chandigarh^CH^9988831260^N
DIL^0022000004^00220000040022000004CHN0CH00258272^^PLOT NO 105, NEAR GOVT MODEL SCHOOL SEC 52 KHAJERI^CHANDIGARH^0^Chandigarh^CH^8284858101^N
DIL^0022000004^00220000040022000004CHN0CH00272378^^BOOTH NO. 59, SEC 29, CHD^CHANDIGARH^0^Chandigarh^CH^9023254257^N
DIL^0022000004^00220000040022000004CHN0CH00272379^^BOOTH NO. 297, CHD^CHANDIGARH^0^Chandigarh^CH^9217602608^N
DIL^0022000004^00220000040022000004CHN0CH00272380^^BOOTH NO. 35, CHD^CHANDIGARH^0^Chandigarh^CH^9988494233^N
DIL^0022000004^00220000040022000004CHN0CH00272382^^SHOP NO. 55 PU CAMPUS, CHD^CHANDIGARH^0^Chandigarh^CH^9646138583^N
DIL^0022000004^00220000040022000004CHN0CH00272383^^SHOP NO. 1 NEAR PGI GURUDWARA^CHANDIGARH^0^Chandigarh^CH^9780746216^N
DIL^0022000004^00220000040022000004CHN0CH00272384^^KHUDDA LAHORA, CHD^CHANDIGARH^0^Chandigarh^CH^9876563197^N
DIL^0022000004^00220000040022000004CHN0CH00272385^^SEC 9 D,INNER MARKET, CHD^CHANDIGARH^0^Chandigarh^CH^9780234545^N
DIL^0022000004^00220000040022000004CHN0CH00290618^^DADU MAJRA^CHANDIGARH^0^Chandigarh^CH^7888819096^N
DIL^0022000004^00220000040022000004CHN0CH00290619^^MANIMAJRA^CHANDIGARH^0^Chandigarh^CH^8901435343^N
DIL^0022000004^00220000040022000004CHN0CH00290620^^MANIMAJRA^CHANDIGARH^0^Chandigarh^CH^8556041009^N
DIL^0022000004^00220000040022000004CHN0CH00290621^^BOOTH NO. 238, SEC 38-D^CHANDIGARH^0^Chandigarh^CH^8146887307^N
DIL^0022000004^00220000040022000004CHN0CH00290622^^BURAIL,SHOP NO. 1091/3-4^CHANDIGARH^0^Chandigarh^CH^8146844927^N
DIL^0022000004^00220000040022000004CHN0CH00290623^^SEC 27 D,SCO 6^CHANDIGARH^0^Chandigarh^CH^8288840858^N
DIL^0022000004^00220000040022000004CHN0CH00290624^^BOOTH NO. 219 , SEC 39 D^CHANDIGARH^0^Chandigarh^CH^8917738065^N
DIL^0022000004^00220000040022000004CHN0CH00290625^^SEC 9 D^CHANDIGARH^0^Chandigarh^CH^8725932634^N
DIL^0022000004^00220000040022000004CHN0CH00314326^^SCF 242 MOTOR MKT MANIMAJRA^CHANDIGARH^0^Chandigarh^CH^9915380569^N
DIL^0022000004^00220000040022000004CHN0CH00319146^^BOOTH NO 10, SECTOR 38-C^CHANDIGARH^0^Chandigarh^CH^8219386582^N
DIL^0022000004^00220000040022000004CHN0CH00319147^^SCF-46, SECTOR 30-C CHANDIGARH^CHANDIGARH^0^Chandigarh^CH^9814616818^N
DIL^0022000004^00220000040022000004CHN0CH00319148^^BOOTH NO 26 PHASE 2 RAMDARBAR^CHANDIGARH^0^Chandigarh^CH^9855108762^N
DIL^0022000004^00220000040022000004CHN0CH00319149^^#636, PHASE-2 RAMDARBAR COLONY CHANDIGARH^CHANDIGARH^0^Chandigarh^CH^^N
DIL^0022000004^00220000040022000004CHN0CH00319150^^#2317, PHASE-2 , RAMDARBAR^CHANDIGARH^0^Chandigarh^CH^9888322476^N
DIL^0022000004^00220000040022000004CHN0CH00319151^^#1327, PHASE-2 RAMDARBAR^CHANDIGARH^0^Chandigarh^CH^9780549474^N
DIL^0022000004^00220000040022000004CHN0CH00319152^^H.NO 1323, PH-2, RAMDARBAR^CHANDIGARH^0^Chandigarh^CH^9855227001^N
DIL^0022000004^00220000040022000004CHN0CH00319153^^#558, PH-2, RAMDARBAR^CHANDIGARH^0^Chandigarh^CH^9592601502^N
